Source,Target,weight
Liu Bei,Zhao Yun,73
Liu Bei,Kong Rong,9
Liu Bei,Mi Zhu,21
Liu Bei,Tao Qian,15
Liu Bei,Yu Ji,6
Liu Bei,Yu Jin,6
Liu Bei,Guo Jia,6
Liu Bei,Yuan Shu,26
Liu Bei,Chen Gong,7
Liu Bei,Prime Minister,23
Liu Bei,Xun Yu,8
Liu Bei,Chen Deng,11
Liu Bei,Ji Ling,14
Liu Bei,Gao Shun,10
Liu Bei,Sun Ce,6
Liu Bei,Sun Qian,39
Liu Bei,Chen Gui,4
Liu Bei,Zhang Liao,10
Liu Bei,Cao Ren,13
Liu Bei,Xiahou Dun,8
Liu Bei,Liu Biao,43
Liu Bei,Jian Yong,15
Liu Bei,Ma Teng,6
Liu Bei,Dong Cheng,8
Liu Bei,Xu Chu,8
Liu Bei,Che Zhou,4
Liu Bei,Tian Feng,4
Liu Bei,Wen Chou,6
Liu Bei,Liu Dai,4
Liu Bei,Wang Zhong,4
Liu Bei,Lady Gan,5
Liu Bei,Xiahou Yuan,6
Liu Bei,Liu Pi,9
Liu Bei,Gong Du,5
Liu Bei,Guan Ping,13
Liu Bei,Zhou Cang,5
Liu Bei,Zhang He,6
Liu Bei,Sun Quan,52
Liu Bei,Cai Mao,15
Liu Bei,Cao Hong,4
Liu Bei,Zhang Lu,12
Liu Bei,Lady Cai,5
Liu Bei,Yi Ji,12
Liu Bei,Liu Qi,18
Liu Bei,San Fu,6
Liu Bei,Liu Feng,18
Liu Bei,Xu Shu,11
Liu Bei,Zhuge Liang,137
Liu Bei,Zhuge Jun,5
Liu Bei,Liu Zhang,28
Liu Bei,South Land,21
Liu Bei,Liu Zong,4
Liu Bei,Wei Yan,29
Liu Bei,Lu Su,32
Liu Bei,Zhuge Jin,7
Liu Bei,Zhou Yu,42
Liu Bei,Ma Liang,6
Liu Bei,Huang Zhong,31
Liu Bei,Lu Fan,6
Liu Bei,Patriarch Qiao,8
Liu Bei,Lady Sun,10
Liu Bei,Zhang Zhao,9
Liu Bei,Pang Tong,15
Liu Bei,Zhang Song,9
Liu Bei,Fa Zheng,9
Liu Bei,Meng Da,10
Liu Bei,Huang Quan,9
Liu Bei,Ling Bao,5
Liu Bei,Zhang Ren,8
Liu Bei,Yan Yan,6
Liu Bei,Ma Chao,18
Liu Bei,Yang Song,4
Liu Bei,Wang Ping,4
Liu Bei,Cao Pi,4
Gongsun Zan,Liu Bei,14
Gongsun Zan,Yuan Shao,25
Gongsun Zan,Cao Cao,7
Gongsun Zan,Wen Chou,6
Gongsun Zan,Zhao Yun,7
Zhang Fei,Guan Yu,99
Zhang Fei,Liu Bei,111
Zhang Fei,Imperial Protector,4
Zhang Fei,Dong Zhuo,4
Zhang Fei,Zhang Bao,5
Zhang Fei,Cao Cao,44
Zhang Fei,Lu Bu,23
Zhang Fei,Yuan Shao,7
Zhang Fei,Yu Ji,4
Zhang Fei,Yu Jin,4
Zhang Fei,Sun Qian,16
Zhang Fei,Zhang Liao,8
Zhang Fei,Mi Zhu,12
Zhang Fei,Jian Yong,5
Zhang Fei,Xiahou Yuan,4
Zhang Fei,Yue Jin,4
Zhang Fei,Xu Chu,6
Zhang Fei,Xiahou Dun,5
Zhang Fei,Li Dian,4
Zhang Fei,Guan Ping,4
Zhang Fei,Zhao Yun,46
Zhang Fei,Gong Du,4
Zhang Fei,Sun Quan,4
Zhang Fei,Cao Ren,4
Zhang Fei,Liu Feng,8
Zhang Fei,Zhuge Liang,42
Zhang Fei,Wen Ping,4
Zhang Fei,Zhang He,20
Zhang Fei,Cao Hong,6
Zhang Fei,Xing Darong,4
Zhang Fei,Huang Zhong,14
Zhang Fei,Wei Yan,21
Zhang Fei,Pang Tong,7
Zhang Fei,Yan Yan,23
Zhang Fei,Zhang Ren,6
Zhang Fei,Wu Yi,4
Zhang Fei,Ma Chao,17
Zhang Fei,First Ruler,6
Guan Yu,Zhang Fei,99
Guan Yu,Liu Bei,124
Guan Yu,Cheng Yu,5
Guan Yu,Imperial Protector,4
Guan Yu,Yuan Shao,18
Guan Yu,Cao Cao,94
Guan Yu,Lu Bu,12
Guan Yu,Zhao Yun,29
Guan Yu,Ji Ling,4
Guan Yu,Zhang Liao,27
Guan Yu,Yuan Shu,4
Guan Yu,Mi Zhu,10
Guan Yu,Sun Qian,27
Guan Yu,Jian Yong,5
Guan Yu,Prime Minister,21
Guan Yu,Wang Zhong,4
Guan Yu,Xiahou Dun,14
Guan Yu,Xu Huang,11
Guan Yu,Wen Chou,9
Guan Yu,Gong Du,6
Guan Yu,Yu Ji,10
Guan Yu,Yu Jin,10
Guan Yu,Liao Hua,14
Guan Yu,Kong Xiu,6
Guan Yu,Han Fu,5
Guan Yu,Wang Zhi,4
Guan Yu,Zhou Cang,14
Guan Yu,Liu Pi,4
Guan Yu,Guan Ding,4
Guan Yu,Guan Ping,28
Guan Yu,Sun Quan,19
Guan Yu,Cao Ren,14
Guan Yu,Liu Feng,7
Guan Yu,Zhuge Liang,43
Guan Yu,Zhou Yu,8
Guan Yu,Ma Liang,6
Guan Yu,Yi Ji,7
Guan Yu,Huang Zhong,22
Guan Yu,Wei Yan,7
Guan Yu,Ma Chao,5
Guan Yu,Zhuge Jin,6
Guan Yu,Lu Su,8
Guan Yu,Lu Meng,20
Guan Yu,Man Chong,6
Guan Yu,Fei Shi,6
Guan Yu,Fu Shiren,4
Guan Yu,Pang De,18
Guan Yu,Guan Xing,7
Guan Yu,Lu Xun,5
Guan Yu,Jiang Qi,4
Guan Yu,Meng Da,4
Guan Yu,Ma Zhong,4
Cheng Yu,Liu Bei,9
Cheng Yu,Guan Yu,5
Cheng Yu,Cao Cao,22
Cheng Yu,Xun Yu,8
Cheng Yu,Guo Jia,7
Cheng Yu,Yu Ji,5
Cheng Yu,Xiahou Dun,5
Cheng Yu,Yu Jin,5
Cheng Yu,Cao Ren,5
Cheng Yu,Yue Jin,4
Cheng Yu,Xu Chu,4
Cheng Yu,Li Dian,4
Cheng Yu,Prime Minister,7
Cheng Yu,Xun You,4
Cheng Yu,Yuan Shao,4
Cao Cao,Liu Bei,195
Cao Cao,He Jin,6
Cao Cao,Yuan Shao,112
Cao Cao,Yuan Shu,23
Cao Cao,Dong Zhuo,26
Cao Cao,Prime Minister,43
Cao Cao,Lu Bu,84
Cao Cao,Lu Boshe,5
Cao Cao,Chen Gong,23
Cao Cao,Xiahou Yuan,33
Cao Cao,Yue Jin,17
Cao Cao,Xiahou Dun,45
Cao Cao,Li Dian,26
Cao Cao,Cao Ren,37
Cao Cao,Cao Hong,34
Cao Cao,Guan Yu,94
Cao Cao,Zhang Fei,44
Cao Cao,Gongsun Zan,7
Cao Cao,Tao Qian,14
Cao Cao,Kong Rong,14
Cao Cao,Guo Si,9
Cao Cao,Ma Teng,17
Cao Cao,Xun Yu,31
Cao Cao,Xun You,15
Cao Cao,Cheng Yu,22
Cao Cao,Man Chong,5
Cao Cao,Liu Ye,8
Cao Cao,Yu Ji,34
Cao Cao,Guo Jia,18
Cao Cao,Yu Jin,33
Cao Cao,Dian Wei,23
Cao Cao,Imperial Protector,21
Cao Cao,Mi Zhu,12
Cao Cao,Xue Lan,4
Cao Cao,Li Feng,4
Cao Cao,Cao Xi,10
Cao Cao,Zhang Liao,50
Cao Cao,Hou Cheng,7
Cao Cao,Wei Xu,4
Cao Cao,Gao Shun,12
Cao Cao,Xu Chu,54
Cao Cao,Li Jue,9
Cao Cao,Yang Biao,5
Cao Cao,Emperor Xian,6
Cao Cao,Jia Xu,21
Cao Cao,Yang Feng,5
Cao Cao,Dong Zhao,6
Cao Cao,Xu Huang,47
Cao Cao,Dong Cheng,18
Cao Cao,South Land,38
Cao Cao,Sun Ce,18
Cao Cao,Sun Qian,10
Cao Cao,Zhang Xiu,29
Cao Cao,Cao Amin,5
Cao Cao,Chen Deng,10
Cao Cao,Chen Gui,4
Cao Cao,Liu Biao,44
Cao Cao,Zhang Lu,21
Cao Cao,Liu Zhang,8
Cao Cao,Huang Zu,4
Cao Cao,Jian Yong,5
Cao Cao,Fu Wan,5
Cao Cao,Wang Zifu,6
Cao Cao,Tian Feng,6
Cao Cao,Shen Pei,11
Cao Cao,Ju Shou,5
Cao Cao,Guo Tu,10
Cao Cao,Liu Dai,7
Cao Cao,Wang Zhong,5
Cao Cao,Mi Heng,4
Cao Cao,Han Song,5
Cao Cao,Han Sui,18
Cao Cao,Ji Ping,14
Cao Cao,Quin Quington,4
Cao Cao,Chen Zhen,4
Cao Cao,Zhang Hong,4
Cao Cao,Lu Su,30
Cao Cao,Sun Quan,71
Cao Cao,Zhuge Jin,4
Cao Cao,Gao Lan,10
Cao Cao,Zhang He,28
Cao Cao,Xu You,14
Cao Cao,Jiang Qi,7
Cao Cao,Yuan Tan,29
Cao Cao,Yuan Shang,28
Cao Cao,Yuan Xi,7
Cao Cao,Xin Ping,4
Cao Cao,Xin Pi,7
Cao Cao,Zhao Yun,24
Cao Cao,Cai Mao,9
Cao Cao,Lu Xiang,5
Cao Cao,Ma Yan,6
Cao Cao,Zhang Yi,7
Cao Cao,Cao Pi,9
Cao Cao,Tian Chou,5
Cao Cao,Cao Zhi,10
Cao Cao,Xu Shu,10
Cao Cao,Zhuge Liang,70
Cao Cao,Zhou Yu,41
Cao Cao,Zhang Zhao,11
Cao Cao,Gan Ning,13
Cao Cao,Sima Yi,5
Cao Cao,Liu Qi,5
Cao Cao,Liu Zong,8
Cao Cao,Wang Can,4
Cao Cao,Liu Feng,10
Cao Cao,Wen Ping,5
Cao Cao,Jiang Gan,9
Cao Cao,Han Dang,6
Cao Cao,Taishi Ci,5
Cao Cao,Huang Gai,15
Cao Cao,Kan Ze,8
Cao Cao,Pang Tong,10
Cao Cao,Lu Meng,13
Cao Cao,Zhou Tai,5
Cao Cao,Ling Tong,4
Cao Cao,Lu Xun,4
Cao Cao,Hua Xin,5
Cao Cao,Zhong Yao,4
Cao Cao,Ma Chao,59
Cao Cao,Huang Kui,6
Cao Cao,Ma Dai,6
Cao Cao,Pang De,30
Cao Cao,Zhang Song,10
Cao Cao,Yang Xiu,18
Cao Cao,Meng Da,5
Cao Cao,Yang Song,4
Cao Cao,Yang Ang,4
Cao Cao,Cao Zhang,6
Cao Cao,Guan Lu,5
Cao Cao,Huang Zhong,5
Cao Cao,Wei Yan,7
Dong Zhuo,Zhang Fei,4
Dong Zhuo,Liu Bei,5
Dong Zhuo,Imperial Protector,5
Dong Zhuo,Ding Yuan,8
Dong Zhuo,Li Su,8
Dong Zhuo,Lu Bu,41
Dong Zhuo,Zhang Ji,4
Dong Zhuo,Guo Si,9
Dong Zhuo,Li Jue,11
Dong Zhuo,Fan Chou,4
Dong Zhuo,Li Ru,18
Dong Zhuo,Yuan Shao,15
Dong Zhuo,Cao Cao,26
Dong Zhuo,Prime Minister,5
Dong Zhuo,Wang Yun,21
Dong Zhuo,Sun Jian,8
Dong Zhuo,Yuan Shu,6
Dong Zhuo,Diao Chan,6
Sun Jian,Zhu Jun,4
Sun Jian,Imperial Protector,5
Sun Jian,Liu Bei,4
Sun Jian,Cheng Pu,10
Sun Jian,Huang Gai,10
Sun Jian,Han Dang,5
Sun Jian,Yuan Shao,12
Sun Jian,Dong Zhuo,8
Sun Jian,Yuan Shu,6
Sun Jian,Liu Biao,12
Sun Jian,Cai Mao,5
Sun Jian,Kuai Liang,4
Sun Jian,Huang Zu,5
Sun Jian,Sun Ce,5
Empress He,Empress Dong,4
Empress Dong,Empress He,4
Empress Dong,Liu Xian,4
Liu Xian,Empress Dong,4
Liu Xian,Zhuge Liang,5
Yuan Shao,He Jin,5
Yuan Shao,Xun You,5
Yuan Shao,Cao Cao,112
Yuan Shao,Yuan Shu,13
Yuan Shao,Dong Zhuo,15
Yuan Shao,Sun Jian,12
Yuan Shao,Gongsun Zan,25
Yuan Shao,Liu Bei,46
Yuan Shao,Wen Chou,9
Yuan Shao,Guan Yu,18
Yuan Shao,Zhang Fei,7
Yuan Shao,Liu Biao,21
Yuan Shao,Imperial Protector,7
Yuan Shao,Han Fu,7
Yuan Shao,Peng Ji,6
Yuan Shao,Tian Feng,15
Yuan Shao,Ju Shou,8
Yuan Shao,Xu You,13
Yuan Shao,Zhao Yun,5
Yuan Shao,Xun Yu,6
Yuan Shao,Lu Bu,12
Yuan Shao,South Land,4
Yuan Shao,Zhang Xiu,5
Yuan Shao,Guo Jia,4
Yuan Shao,Sun Qian,7
Yuan Shao,Shen Pei,9
Yuan Shao,Guo Tu,6
Yuan Shao,Cheng Yu,4
Yuan Shao,Yuan Tan,5
Yuan Shao,Chen Zhen,4
Yuan Shao,Sun Quan,4
Yuan Shao,Xiahou Dun,4
Yuan Shao,Gao Lan,8
Yuan Shao,Zhang He,6
Yuan Shao,Zhang Liao,5
Yuan Shao,Xu Chu,5
Yuan Shao,Xu Huang,5
Yuan Shao,Jiang Qi,4
Yuan Shao,Yuan Shang,6
Yuan Shao,Yuan Xi,4
Yuan Shao,Zhuge Liang,4
Xun You,Yuan Shao,5
Xun You,Xun Yu,6
Xun You,Cao Cao,15
Xun You,Cao Ren,4
Xun You,Xu Huang,4
Xun You,Yu Ji,4
Xun You,Cheng Yu,4
Xun You,Xu Chu,4
Xun You,Xiahou Dun,4
Xun You,Yu Jin,4
Xun You,Li Dian,4
Ding Yuan,Li Su,4
Ding Yuan,Dong Zhuo,8
Ding Yuan,Lu Bu,9
Li Su,Ding Yuan,4
Li Su,Dong Zhuo,8
Li Su,Lu Bu,17
Lu Bu,Ding Yuan,9
Lu Bu,Li Su,17
Lu Bu,Dong Zhuo,41
Lu Bu,Li Ru,9
Lu Bu,Cao Cao,84
Lu Bu,Zhang Ji,4
Lu Bu,Guo Si,10
Lu Bu,Li Jue,10
Lu Bu,Zhang Fei,23
Lu Bu,Guan Yu,12
Lu Bu,Liu Bei,74
Lu Bu,Xiahou Dun,9
Lu Bu,Cao Ren,7
Lu Bu,Xiahou Yuan,4
Lu Bu,Wang Yun,20
Lu Bu,Prime Minister,13
Lu Bu,Diao Chan,14
Lu Bu,Yuan Shu,29
Lu Bu,Yuan Shao,12
Lu Bu,Chen Gong,32
Lu Bu,Xun Yu,7
Lu Bu,Xue Lan,4
Lu Bu,Song Xian,11
Lu Bu,Cao Xi,4
Lu Bu,Zhang Liao,15
Lu Bu,Hou Cheng,8
Lu Bu,Wei Xu,13
Lu Bu,Yue Jin,5
Lu Bu,Gao Shun,19
Lu Bu,Dian Wei,5
Lu Bu,Imperial Protector,4
Lu Bu,Ji Ling,8
Lu Bu,Han Yin,6
Lu Bu,Sun Qian,4
Lu Bu,Chen Gui,7
Lu Bu,Mi Zhu,4
Lu Bu,Liu Biao,6
Lu Bu,Zhang Xiu,5
Lu Bu,Chen Deng,16
Lu Bu,Han Xian,5
Lu Bu,Yang Feng,4
Zhang Ji,Dong Zhuo,4
Zhang Ji,Guo Si,12
Zhang Ji,Li Jue,14
Zhang Ji,Fan Chou,14
Zhang Ji,Lu Bu,4
Guo Si,Zhang Ji,12
Guo Si,Dong Zhuo,9
Guo Si,Li Jue,61
Guo Si,Fan Chou,10
Guo Si,Lu Bu,10
Guo Si,Xiahou Dun,4
Guo Si,Cao Cao,9
Guo Si,Wang Yun,4
Guo Si,Zhu Jun,4
Guo Si,Jia Xu,4
Guo Si,Yang Biao,5
Guo Si,Huangfu Li,4
Guo Si,Yang Feng,8
Guo Si,Dong Cheng,4
Guo Si,Li Yue,4
Li Jue,Zhang Ji,14
Li Jue,Dong Zhuo,11
Li Jue,Guo Si,61
Li Jue,Fan Chou,13
Li Jue,Lu Bu,10
Li Jue,Jia Xu,11
Li Jue,Wang Yun,5
Li Jue,Cao Cao,9
Li Jue,Huangfu Li,7
Li Jue,Yang Feng,7
Li Jue,Dong Cheng,4
Li Jue,Li Yue,4
Fan Chou,Zhang Ji,14
Fan Chou,Dong Zhuo,4
Fan Chou,Guo Si,10
Fan Chou,Li Jue,13
Fan Chou,Han Sui,4
Li Ru,Dong Zhuo,18
Li Ru,Lu Bu,9
Yuan Shu,Yuan Shao,13
Yuan Shu,Cao Cao,23
Yuan Shu,Sun Jian,6
Yuan Shu,Dong Zhuo,6
Yuan Shu,Liu Biao,4
Yuan Shu,Imperial Protector,4
Yuan Shu,Lu Bu,29
Yuan Shu,Liu Bei,26
Yuan Shu,Gao Shun,4
Yuan Shu,Chen Gong,5
Yuan Shu,Yang Feng,4
Yuan Shu,Ji Ling,6
Yuan Shu,Sun Ce,14
Yuan Shu,South Land,4
Yuan Shu,Han Yin,4
Yuan Shu,Guan Yu,4
Yang Biao,Guo Si,5
Yang Biao,Zhu Jun,4
Yang Biao,Cao Cao,5
Wang Yun,Dong Zhuo,21
Wang Yun,Lu Bu,20
Wang Yun,Prime Minister,7
Wang Yun,Li Jue,5
Wang Yun,Guo Si,4
Prime Minister,Dong Zhuo,5
Prime Minister,Cao Cao,43
Prime Minister,Lu Bu,13
Prime Minister,Wang Yun,7
Prime Minister,Diao Chan,4
Prime Minister,Xun Yu,4
Prime Minister,Cheng Yu,7
Prime Minister,Xu Chu,4
Prime Minister,Dong Cheng,5
Prime Minister,Xiahou Dun,5
Prime Minister,Liu Bei,23
Prime Minister,Guan Yu,21
Prime Minister,Zhang Liao,6
Prime Minister,Yuan Tan,4
Prime Minister,Sun Quan,4
Prime Minister,Zhuge Liang,7
Prime Minister,Ma Chao,5
Prime Minister,Yang Xiu,5
Prime Minister,Latter Ruler,5
Chen Gong,Cao Cao,23
Chen Gong,Lu Bu,32
Chen Gong,Gao Shun,4
Chen Gong,Yuan Shu,5
Chen Gong,Liu Bei,7
Chen Gong,Chen Deng,7
Lu Boshe,Cao Cao,5
Xiahou Yuan,Yue Jin,13
Xiahou Yuan,Xiahou Dun,19
Xiahou Yuan,Cao Cao,33
Xiahou Yuan,Li Dian,16
Xiahou Yuan,Cao Ren,7
Xiahou Yuan,Cao Hong,12
Xiahou Yuan,Lu Bu,4
Xiahou Yuan,Dian Wei,4
Xiahou Yuan,Yu Ji,8
Xiahou Yuan,Xu Chu,15
Xiahou Yuan,Yu Jin,8
Xiahou Yuan,Xu Huang,14
Xiahou Yuan,Zhang Liao,7
Xiahou Yuan,Zhang Fei,4
Xiahou Yuan,Liu Bei,6
Xiahou Yuan,Zhang He,19
Xiahou Yuan,Ma Chao,9
Xiahou Yuan,Pang De,5
Xiahou Yuan,Xiahou Shang,5
Xiahou Yuan,Huang Zhong,13
Yue Jin,Xiahou Yuan,13
Yue Jin,Xiahou Dun,17
Yue Jin,Cao Cao,17
Yue Jin,Li Dian,28
Yue Jin,Cao Ren,5
Yue Jin,Cao Hong,7
Yue Jin,Lu Bu,5
Yue Jin,Zhang Liao,14
Yue Jin,Yu Ji,11
Yue Jin,Yu Jin,11
Yue Jin,Dian Wei,4
Yue Jin,Cheng Yu,4
Yue Jin,Xu Chu,11
Yue Jin,Xu Huang,8
Yue Jin,Zhang Fei,4
Yue Jin,Sun Quan,6
Yue Jin,Ling Tong,4
Xiahou Dun,Xiahou Yuan,19
Xiahou Dun,Yue Jin,17
Xiahou Dun,Cao Cao,45
Xiahou Dun,Li Dian,21
Xiahou Dun,Cao Ren,15
Xiahou Dun,Cao Hong,15
Xiahou Dun,Lu Bu,9
Xiahou Dun,Guo Si,4
Xiahou Dun,Yu Ji,16
Xiahou Dun,Xun Yu,5
Xiahou Dun,Cheng Yu,5
Xiahou Dun,Dian Wei,6
Xiahou Dun,Yu Jin,16
Xiahou Dun,Xu Chu,15
Xiahou Dun,Prime Minister,5
Xiahou Dun,Xu Huang,8
Xiahou Dun,Xun You,4
Xiahou Dun,Liu Bei,8
Xiahou Dun,Jia Xu,4
Xiahou Dun,Cao Xi,4
Xiahou Dun,Zhang Liao,11
Xiahou Dun,Zhang Fei,5
Xiahou Dun,Guan Yu,14
Xiahou Dun,Yuan Shao,4
Xiahou Dun,Zhang He,7
Xiahou Dun,Zhuge Liang,7
Xiahou Dun,Zhao Yun,4
Li Dian,Xiahou Yuan,16
Li Dian,Yue Jin,28
Li Dian,Xiahou Dun,21
Li Dian,Cao Cao,26
Li Dian,Cao Ren,14
Li Dian,Cao Hong,9
Li Dian,Yu Ji,21
Li Dian,Dian Wei,6
Li Dian,Yu Jin,21
Li Dian,Xu Chu,19
Li Dian,Cheng Yu,4
Li Dian,Xu Huang,11
Li Dian,Xun You,4
Li Dian,Zhang Liao,18
Li Dian,Zhang Fei,4
Li Dian,Zhang He,4
Li Dian,Sun Quan,7
Cao Ren,Cao Hong,20
Cao Ren,Cao Cao,37
Cao Ren,Xiahou Yuan,7
Cao Ren,Yue Jin,5
Cao Ren,Xiahou Dun,15
Cao Ren,Li Dian,14
Cao Ren,Lu Bu,7
Cao Ren,Xun Yu,5
Cao Ren,Cheng Yu,5
Cao Ren,Guo Jia,4
Cao Ren,Xu Chu,9
Cao Ren,Xu Huang,7
Cao Ren,Man Chong,8
Cao Ren,Yu Ji,6
Cao Ren,Xun You,4
Cao Ren,Yu Jin,6
Cao Ren,Liu Bei,13
Cao Ren,Zhang Liao,6
Cao Ren,Zhang He,5
Cao Ren,San Fu,4
Cao Ren,Zhao Yun,5
Cao Ren,Zhang Fei,4
Cao Ren,Guan Yu,14
Cao Ren,Zhuge Liang,5
Cao Ren,South Land,10
Cao Ren,Zhou Yu,13
Cao Ren,Niu Jin,5
Cao Ren,Guan Ping,4
Cao Hong,Cao Ren,20
Cao Hong,Cao Cao,34
Cao Hong,Xiahou Yuan,12
Cao Hong,Yue Jin,7
Cao Hong,Xiahou Dun,15
Cao Hong,Li Dian,9
Cao Hong,Yu Ji,7
Cao Hong,Yu Jin,7
Cao Hong,Cao Xi,4
Cao Hong,Zhang Liao,6
Cao Hong,Xu Huang,10
Cao Hong,Xu Chu,9
Cao Hong,Zhang He,15
Cao Hong,Liu Bei,4
Cao Hong,Zhang Fei,6
Cao Hong,South Land,4
Cao Hong,Niu Jin,5
Cao Hong,Zhou Yu,5
Cao Hong,Ma Chao,11
Han Fu,Imperial Protector,5
Han Fu,Yuan Shao,7
Han Fu,Guan Yu,5
Liu Dai,Imperial Protector,5
Liu Dai,Wang Zhong,5
Liu Dai,Cao Cao,7
Liu Dai,Liu Bei,4
Kong Rong,Cao Cao,14
Kong Rong,Liu Bei,9
Kong Rong,Mi Zhu,5
Kong Rong,Taishi Ci,6
Kong Rong,Mi Heng,4
Tao Qian,Imperial Protector,8
Tao Qian,Cao Cao,14
Tao Qian,Mi Zhu,6
Tao Qian,Liu Bei,15
Ma Teng,Cao Cao,17
Ma Teng,Han Sui,9
Ma Teng,Ma Chao,6
Ma Teng,Dong Cheng,6
Ma Teng,Liu Bei,6
Ma Teng,Huang Kui,5
Cheng Pu,Sun Jian,10
Cheng Pu,Huang Gai,11
Cheng Pu,Han Dang,8
Cheng Pu,South Land,6
Cheng Pu,Sun Ce,5
Cheng Pu,Zhou Yu,23
Cheng Pu,Sun Quan,13
Cheng Pu,Lu Su,8
Huang Gai,Cheng Pu,11
Huang Gai,Sun Jian,10
Huang Gai,Han Dang,14
Huang Gai,Huang Zu,5
Huang Gai,Sun Ce,4
Huang Gai,Lu Su,5
Huang Gai,Zhuge Liang,6
Huang Gai,Zhou Yu,9
Huang Gai,Cao Cao,15
Huang Gai,Kan Ze,9
Han Dang,Cheng Pu,8
Han Dang,Sun Jian,5
Han Dang,Huang Gai,14
Han Dang,South Land,5
Han Dang,Jiang Qi,9
Han Dang,Zhou Yu,10
Han Dang,Lu Meng,4
Han Dang,Lu Xun,5
Han Dang,Zhou Tai,25
Han Dang,Cao Cao,6
Han Dang,Xu Sheng,4
Han Dang,Sun Quan,4
Wen Chou,Yuan Shao,9
Wen Chou,Gongsun Zan,6
Wen Chou,Shen Pei,4
Wen Chou,Liu Bei,6
Wen Chou,Guan Yu,9
Liu Biao,Sun Jian,12
Liu Biao,Yuan Shao,21
Liu Biao,Imperial Protector,12
Liu Biao,Kuai Liang,6
Liu Biao,Kuai Yue,4
Liu Biao,Cai Mao,13
Liu Biao,South Land,5
Liu Biao,Yuan Shu,4
Liu Biao,Huang Zu,11
Liu Biao,Sun Ce,7
Liu Biao,Jia Xu,5
Liu Biao,Zhang Xiu,16
Liu Biao,Lu Bu,6
Liu Biao,Cao Cao,44
Liu Biao,Liu Bei,43
Liu Biao,Yuan Tan,5
Liu Biao,Yuan Shang,4
Liu Biao,Zhao Yun,4
Liu Biao,Zhuge Liang,12
Liu Biao,Lu Su,4
Kuai Liang,Liu Biao,6
Kuai Liang,Sun Jian,4
Kuai Yue,Liu Biao,4
Kuai Yue,Cai Mao,8
Cai Mao,Liu Biao,13
Cai Mao,Kuai Yue,8
Cai Mao,Sun Jian,5
Cai Mao,Liu Bei,15
Cai Mao,Cao Cao,9
Cai Mao,Zhao Yun,5
Cai Mao,Wang Wei,4
Cai Mao,Zhou Yu,4
South Land,Liu Biao,5
South Land,Cheng Pu,6
South Land,Han Dang,5
South Land,Zhou Tai,6
South Land,Sun Quan,27
South Land,Sun Ce,8
South Land,Yuan Shu,4
South Land,Cao Cao,38
South Land,Yuan Shao,4
South Land,Zhou Yu,22
South Land,Zhuge Liang,22
South Land,Liu Bei,21
South Land,Lu Su,10
South Land,Gan Ning,4
South Land,Cao Ren,10
South Land,Cao Hong,4
South Land,Niu Jin,4
South Land,Zhang Liao,6
South Land,Zhao Yun,6
Peng Ji,Yuan Shao,6
Peng Ji,Tian Feng,7
Peng Ji,Xu You,4
Peng Ji,Shen Pei,10
Peng Ji,Guo Tu,6
Peng Ji,Yuan Tan,4
Xin Ping,Xin Pi,10
Xin Ping,Guo Tu,4
